,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,flightpath,distanceAt,cartX,cartY,trueAnomadj,dif
1182,O3b FM05 ,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,85.0,8064,8068,0.000139,0.03,287.94,700.0,,1500.0,2013-06-25,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031A,39188,First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude.,2013,6,25,(Other 3 Billion),1.4835298641951802,14439,14435,28874,14437.0,4,28873.999722934128,14436.999861467064,0.0003639598106197862,17263.40415574996,17276.4,4076.081536774296,47.953900432638775,4076.0815367742957,1.4835298641951797,2.0,1.483668336935763,1.483806810512918,0.00013847273970837815,8065.825377646797,-14219.055935180822,2499.083270389533,2.967613621025836,0.0
1183,O3b FM06,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,335.0,7831,7845,0.000493,0.12,281.15,650.0,,1500.0,2014-07-10,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038B,40080,,2014,7,10,,5.846852994181004,14216,14202,28418,14209.0,14,28417.996551481247,14208.998275740623,0.00037275509962712096,16856.068001389816,16869.0,15685.507723515524,46.822411114971715,15685.507723515524,5.846852994181004,7.0,5.846644550243185,0.43674924745487637,0.00020844395560480508,7831.651897645561,9124.289537491612,10892.336417932009,0.8734984949097527,0.0
1184,O3B FM07,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,313.0,7827,7844,0.000598,0.12,281.08,650.0,,1500.0,2014-07-10,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038C,40081,,2014,7,10,,5.462880558742252,14215,14198,28413,14206.5,17,28412.994914299336,14206.497457149668,0.0003728534977630396,16851.619590203638,16864.8,14651.54703259372,46.81005441723233,14651.547032593719,5.462880558742251,8.5,5.462443030789462,0.8211798935291068,0.00043752796123470604,7829.708810803788,-1015.7987400067065,14170.134907233083,1.6423597870582136,0.0
1185,O3B FM08,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,32.0,7815,7842,0.000951,0.12,280.87,650.0,,1500.0,2014-07-10,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-038D,40082,,2014,7,10,,0.5585053606381855,14213,14186,28399,14199.5,27,28398.98716503812,14199.49358251906,0.0003731292429781206,16839.166121182352,16852.2,1496.8147663273203,46.77546144772876,1496.8147663273203,0.5585053606381856,13.5,0.5590097206216403,0.5595142840438337,0.0005043601046457929,7817.051802744561,6198.885823107699,12774.954688200936,1.1190285680876675,0.0
1186,O3B FM09,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,61.0,8063,8068,0.000173,0.04,287.93,650.0,,1500.0,2014-12-18,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083D,40351,,2014,12,18,,1.064650843716541,14439,14434,28873,14436.5,5,28872.99956706958,14436.49978353479,0.00036397871909632073,17262.50733224007,17275.8,2925.0359646295674,47.95140925622242,2925.0359646295674,1.064650843716541,2.5,1.0648021656175561,1.0649534938620562,0.0001513219003923672,8064.289511501394,-7657.588654634251,12238.213258270516,2.1299069877241124,0.0
1187,O3B FM10,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,9.0,8063,8069,0.00020800000000000001,0.04,287.93,650.0,,1500.0,2014-12-18,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083A,40348,,2014,12,18,,0.15707963267948966,14440,14434,28874,14437.0,6,28873.99937660178,14436.99968830089,0.0003639598106197862,17263.40415574996,17275.8,431.58510389374896,47.953900432638775,431.58510389374896,0.15707963267948963,3.0,0.1571121777342472,0.1571447261326777,3.25450554328538e-05,8063.034089922599,13729.822009372427,4463.065732301074,0.3142894522653554,0.0
1188,O3B FM11,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,31.0,8063,8069,0.00020800000000000001,0.04,287.93,650.0,,1500.0,2014-12-18,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083B,40349,,2014,12,18,,0.5410520681182421,14440,14434,28874,14437.0,6,28873.99937660178,14436.99968830089,0.0003639598106197862,17263.40415574996,17275.8,1486.570913411802,47.953900432638775,1486.570913411802,0.541052068118242,3.0,0.5411592151411516,0.5412663717164033,0.0001071470242023621,8063.42618147037,6772.296824592486,12750.017949008912,1.0825327434328067,0.0
1189,O3B FM12,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,51.0,8063,8069,0.00020800000000000001,0.04,287.93,650.0,,1500.0,2014-12-18,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B,2014-083C,40350,,2014,12,18,,0.8901179185171081,14440,14434,28874,14437.0,6,28873.99937660178,14436.99968830089,0.0003639598106197862,17263.40415574996,17275.8,2445.6489220645776,47.953900432638775,2445.6489220645776,0.890117918517108,3.0,0.89027958603915,0.8904412641400852,0.00016166752201823918,8064.110593621328,-3010.7527134126044,14119.572532130525,1.7808825282801704,0.0
1190,O3b PFM,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,59.0,8063,8069,0.00020800000000000001,0.03,287.93,700.0,,1500.0,2013-06-25,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST,2013-031D,39191,First of a new constellation in MEO. Provide links between ground stations lying in the range ±45° latitude.,2013,6,25,,1.0297442586766545,14440,14434,28874,14437.0,6,28873.99937660178,14436.99968830089,0.0003639598106197862,17263.40415574996,17275.8,2829.280125525688,47.953900432638775,2829.2801255256877,1.0297442586766543,3.0,1.0299225685771691,1.0301008880249667,0.00017830989964774118,8064.453853216466,-6786.851217318218,12742.276583991676,2.0602017760499334,0.0
1286,Radio-ROSTO ,Russia,Russia,RS3A Control Station,Civil,Communications,Amateur Radio,MEO,Non-Polar Inclined,334.0,1885,2165,0.0167,64.59,127.45,,,,1994-12-26,,Nilakt Posto and radio amateurs,Russia,Baikonur Cosmodrome,Rokot,1994-085A,23439,Amateur radio designed by group of radio amateurs from the town of Kaluga.,1994,12,26,(RS-15 Radio Sputnik 15 Russian Defence Sports and Technical Organization - ROSTO),5.82939970166106,8536,8256,16792,8396.0,280,16789.6653927349,8394.83269636745,0.0008206542448328316,7656.312444298,7647.0,7103.356545543144,21.267534567494444,7103.356545543144,5.82939970166106,140.0,5.821967344870527,0.46870659972344003,0.007433053261901203,1899.4375200916293,4969.382845487147,6766.484783832668,0.9374131994468801,0.0
1332,Rumba ,ESA,ESA,European Space Agency (and 250 international scientific investigators),Government,Space Science,,Elliptical,Deep Highly Eccentric,256.0,17240,120715,0.687,90.8,3431.1,1200.0,478.0,224.0,2000-08-09,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-045A,26463,Collection of four spacecraft flying in formation around the earth relaying detailed information about solar wind's affect on our planet in three dimensions.,2000,8,9,(part of Cluster quartet Cluster 2 FM5),4.468042885105484,127086,23611,150697,75348.5,103475,109555.96827192939,54777.984135964696,3.0525089681646945e-05,205836.75175759828,205866.0,146372.80124984766,571.7687548822174,146372.80124984766,4.468042885105484,51737.5,3.8964488460829036,2.8033360524296707,0.5748200029466011,106681.15464706894,58753.78114085435,-34295.28902131908,5.606672104859341,0.0
1333,Salsa ,ESA,ESA,European Space Agency (and 250 international scientific investigators),Government,Space Science,,Elliptical,Deep Highly Eccentric,11.0,21998,110256,0.609,90.7,3418.0,1200.0,478.0,220.0,2000-07-16,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-041A,26410,Collection of four spacecraft flying in formation around the earth relaying detailed information about solar wind's affect on our planet in three dimensions.,2000,7,16,(part of Cluster quartet Cluster 2 FM6),0.19198621771937624,116627,28369,144996,72498.0,88258,115040.71215009059,57520.356075045296,3.2342964665047587e-05,194267.45112113058,205080.0,5935.949895367879,539.6318086698071,5935.9498953678785,0.1919862177193762,44129.0,3.1399753957914673,3.140795412485137,0.001241737318253287,110278.22426067051,72497.90784152194,-91.71514557261452,6.281590824970274,0.0
1334,Samba ,ESA,ESA,European Space Agency (and 250 international scientific investigators),Government,Space Science,,Elliptical,Deep Highly Eccentric,122.0,22017,110791,0.61,132.98,3430.28,1200.0,478.0,220.0,2000-07-16,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-041B,26411,Collection of four spacecraft flying in formation around the earth relaying detailed information about solar wind's affect on our planet in three dimensions.,2000,7,16,(part of Cluster quartet Cluster 2 FM7),2.129301687433082,117162,28388,145550,72775.0,88774,115342.87764747332,57671.43882373666,3.2158482272563904e-05,195381.8981233484,205816.80000000002,66212.75436402363,542.7274947870789,66212.75436402363,2.129301687433082,44387.0,3.140330896196912,3.140971648346395,0.0009713152326804619,110796.71466267166,72774.9438690118,-71.62851339212456,6.28194329669279,0.0
1375,SDS III-4  ,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Data Relay,Elliptical,Molniya,88.0,500,39850,0.741,63.4,717.7,,,,2004-08-31,10.0,Hughes,USA,Cape Canaveral,Atlas 2AS,2004-034A,28384,Real-time data relay from reconnaissance satellites.,2004,8,31,(Satellite Data System) (NRO L-1 USA 179 Quasar),1.53588974175501,46221,6871,53092,26546.0,39350,35641.80079625607,17820.900398128037,0.0001459722257206541,43043.70421263336,43062.0,10521.794363088155,119.56584503509268,10521.794363088156,1.5358897417550104,19675.0,3.1405412040301957,3.1411871086621934,0.0011602647782386188,39845.57512663043,26545.991268135065,-14.454349938605437,6.282374217324387,0.0
1376,SDS III-5  ,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Communications,Data Relay,Elliptical,Molniya,75.0,400,39966,0.745,60.0,718.0,,,,2007-12-10,10.0,National Reconnaissance Laboratory,USA,Cape Canaveral,Atlas 5,2007-060A,32378,Real-time data relay from reconnaissance satellites.,2007,12,10,(Satellite Data System) (NRO L-24 USA 198 Quasar),1.3089969389957472,46337,6771,53108,26554.0,39566,35425.85648929324,17712.92824464662,0.0001459062644805545,43063.163391568916,43080.0,8971.492373243524,119.61989830991365,8971.492373243524,1.308996938995747,19783.0,3.1404647848407032,3.1411615010215135,0.0012596407698282077,39965.717417315456,26553.990127619752,-15.273947115993568,6.282323002043027,0.0
1437,Sirius 1 ,USA,USA,Sirius XM Holdings,Commercial,Communications,,Elliptical,Molniya,258.0,23783,47100,0.27899999999999997,63.3,1418.5,3727.0,1570.0,,2000-06-30,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2000-035A,26390,Relay music news entertainment directly to motorists in the USA; a fourth satellite is stored on the ground for rapid replacement if necessary.,2000,6,30,(SD Radio 1),4.50294947014537,53471,30154,83625,41812.5,23317,80308.51845227877,40154.25922613939,7.384305612363461e-05,85088.3703494032,85110.0,60979.99875040562,236.35658430389776,60979.99875040562,4.502949470145371,11658.5,4.2450087501900855,2.2758608157038442,0.25378470608027587,40697.46419029707,-6689.038153880995,-39637.10219020394,4.5517216314076885,0.0
1438,Sirius 2 ,USA,USA,Sirius XM Holdings,Commercial,Communications,,Elliptical,Molniya,88.0,12849,47048,0.47100000000000003,63.3,1148.43,3792.0,1570.0,,2000-09-05,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2000-051A,26483,Relay music news entertainment directly to motorists in the USA.,2000,9,5,(SD Radio 2),1.53588974175501,53419,19220,72639,36319.5,34199,64084.73078667024,32042.36539333512,9.121349010409776e-05,68884.38650915424,68905.8,16838.40559112659,191.345518080984,16838.40559112659,1.5358897417550097,17099.5,3.139975984637049,3.140623165097945,0.0008631922564297912,47054.96214509267,36319.43172604884,-62.1293700702722,6.28124633019589,0.0
1439,Sirius 3 ,USA,USA,Sirius XM Holdings,Commercial,Communications,,Elliptical,Molniya,171.0,6179,47086,0.62,63.4,994.83,3727.0,1570.0,,2000-11-30,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,2000-077A,26626,Relay music news entertainment directly to motorists in the USA.,2000,11,30,(SD Radio 3),2.9845130209103035,53457,12550,66007,33003.5,40907,51802.90918471664,25901.45459235832,0.00010530012012785439,59669.30806489682,59689.8,28342.92133082599,165.7480779580467,28342.921330825986,2.984513020910303,20453.5,3.1403316819289215,3.1409819370790135,0.0009964315068970312,47094.65373207026,33003.475381064905,-31.636884079023446,6.281963874158027,0.0
1464,SLDCOM-3 ,USA,USA,National Reconnaissance Office (NRO),Military,Communications,,Elliptical,Molniya,86.0,1200,11600,0.40700000000000003,63.4,240.0,,,,1996-05-12,,National Reconnaissance Laboratory,USA,Vandenberg AFB,Titan IV,1996-029A,23893,Provides tactical intelligence focused support to broad community of users consisting of uniformed military services and government agencies for both exercises and operations.,1996,5,12,(Satellite Launch Dispenser Communications System) (USA 119),1.5009831567151235,17971,7571,25542,12771.0,10400,23328.81831555126,11664.40915777563,0.00043745310931987414,14363.105835384977,14400.0,3431.1863940086337,39.89751620940271,3431.186394008633,1.5009831567151233,5200.0,3.139661401702814,3.1403388794810523,0.0008605152231736648,11597.7873068033,12770.959849286508,-29.249037739530376,6.280677758962105,0.0
1487,SPIRALE-A ,France,France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,Infrared Imaging,Elliptical,,340.0,240,31342,0.7020000000000001,2.0,547.0,117.0,,,2009-02-11,,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008C,33751,Demonstration program designed to collect infrared images of terrestrial backgrounds and analyze them to assess the detectability of ballistic missiles during their powered phase. It will pave the way for a future ballistic missile warning system.,2009,2,11,(Système Préparatoire Infra-Rouge pour l'Alerte),5.934119456780721,37713,6611,44324,22162.0,31102,31579.781063205617,15789.890531602809,0.00019136188454053045,32834.048025111326,32820.0,31009.93424593848,91.20568895864257,31009.93424593847,5.934119456780719,15551.0,5.2286451735076644,1.8953321095021924,0.7086855916773478,8111.27623780405,-17655.253833370185,-9544.152487615425,3.790664219004385,0.0
1488,SPIRALE-B ,France,France,Ministry of Defense/General Delegation for Ordnance (DGA),Military,Technology Development,Infrared Imaging,Elliptical,,255.0,389,17480,0.5579999999999999,2.1,314.0,117.0,,,2009-02-11,,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2009-008D,33752,Demonstration program designed to collect infrared images of terrestrial backgrounds and analyze them to assess the detectability of ballistic missiles during their powered phase. It will pave the way for a future ballistic missile warning system.,2009,2,11,(Système Préparatoire Infra-Rouge pour l'Alerte),4.4505895925855405,23851,6760,30611,15305.5,17091,25395.492513436315,12697.746256718157,0.0003334245567883426,18844.398768049177,18840.0,13348.115794034833,52.34555213346994,13348.115794034835,4.4505895925855405,8545.5,3.9796207810429416,2.6757455367852883,0.46350797413115746,14647.474805730504,9129.348012588507,-10191.61316046502,5.3514910735705765,0.0
1532,TacSat 4,USA,USA,Naval Research Laboratory,Military,Technology Development,,Elliptical,Molniya,190.0,658,11836,0.44299999999999995,63.64,235.16,450.0,,1000.0,2011-09-27,,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,USA,Kodiak Launch Complex,Minotaur 4,2011-052A,37818,10 Ultra High Frequency (UHF) channels; allows forward deployed troops to communicate using existing hand-held radios without the need to stop and point an antenna towards the satellite,2011,9,27,,3.3161255787892263,18207,7029,25236,12618.0,11178,22625.384239831154,11312.692119915577,0.0004454337095400476,14105.769663610705,14109.6,7444.711766905651,39.182693510029736,7444.71176690565,3.316125578789226,5589.0,3.262565905770883,3.0663768559015794,0.059560529102427415,11795.922005938944,12475.498478701109,-1695.3751063849886,6.132753711803159,0.0
1535,Tango ,ESA,ESA,European Space Agency (and 250 international scientific investigators),Government,Space Science,,Elliptical,Deep Highly Eccentric,314.0,17313,120961,0.6859999999999999,90.7,3442.0,1200.0,478.0,220.0,2000-08-09,4.0,Dornier Systems (Astrium) and 35 subcontractors,International,Baikonur Cosmodrome,Soyuz,2000-045B,26464,Collection of four spacecraft flying in formation around the earth relaying detailed information about solar wind's affect on our planet in three dimensions.,2000,8,9,(part of Cluster quartet Cluster 2 FM8),5.480333851262195,127332,23684,151016,75508.0,103648,109831.34503410217,54915.67251705108,3.0428420856613e-05,206490.67977558429,206520.0,180105.75958203743,573.5852215988452,180105.7595820374,5.480333851262194,51824.0,4.537639099235815,2.4468758737776897,0.748320668764377,78142.78009514729,13619.389788742976,-54014.98979070085,4.893751747555379,0.0
1567,THEMIS A  ,USA,Multinational,National Aeronautics and Space Administration (NASA)/University of California Berkeley (in partnership with Germany France Austria Canada),Government/Civil,Space Science,,Elliptical,,121.0,461,87304,0.8640000000000001,15.7,1868.98,126.0,77.0,40.0,2007-02-17,2.0,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004A,30580,Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2.,2007,2,17,(Time History of Events and Macroscale Interactions during Substorms),2.111848394913139,93675,6832,100507,50253.5,86843,50595.952407282544,25297.976203641272,5.6042744277410194e-05,112114.16193464716,112138.8,37682.8155391453,311.4282275962421,37682.8155391453,2.111848394913139,43421.5,3.140592761432487,3.141322569068108,0.001715828976665361,87301.50229517199,50253.49266845185,-13.665182940590407,6.282645138136216,0.0
1568,THEMIS D  ,USA,Multinational,National Aeronautics and Space Administration (NASA)/University of California Berkeley (in partnership with Germany France Austria Canada),Government/Civil,Space Science,,Elliptical,,2.0,467,87260,0.8640000000000001,15.7,1867.91,126.0,77.0,40.0,2007-02-17,2.0,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004D,30797,Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2.,2007,2,17,(Time History of Events and Macroscale Interactions during Substorms),0.03490658503988659,93631,6838,100469,50234.5,86793,50606.27542113725,25303.137710568626,5.607454252820991e-05,112050.58523693972,112074.6,622.5032513163318,311.2516256581659,622.5032513163318,0.03490658503988659,43396.5,3.1408773729329096,3.141399446526923,0.0012274323357029892,87266.09689704004,50234.496249595846,-9.777489593606822,6.282798893053846,0.0
1569,THEMIS E  ,USA,Multinational,National Aeronautics and Space Administration (NASA)/University of California Berkeley (in partnership with Germany France Austria Canada),Government/Civil,Space Science,,Elliptical,,24.0,474,87526,0.8640000000000001,15.7,1875.53,126.0,77.0,40.0,2007-02-17,2.0,Swales Aerospace,USA,Cape Canaveral,Delta 2,2007-004E,30798,Five phase mission to study earth's auroras; mission extended to 2012. Themis B and C retasked as Artemis mission to L1 and L2.,2007,2,17,(Time History of Events and Macroscale Interactions during Substorms),0.4188790204786391,93897,6845,100742,50371.0,87052,50704.04185072429,25352.020925362143,5.584676303566616e-05,112507.60054198436,112531.8,7500.506702798958,312.5211126166232,7500.506702798957,0.41887902047863906,43526.0,3.1405730099987315,3.141317233935497,0.0017497226332511275,87520.52137643355,50370.992358116455,-13.964888971729234,6.282634467870994,0.0
1599,Trumpet 3 ,USA,USA,National Reconnaissance Office (NRO)/USAF,Military,Earth Observation,Electronic Intelligence,Elliptical,,28.0,1210,38740,0.7120000000000001,64.7,709.61,8000.0,,,1997-11-08,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,1997-068A,25034,Signals intelligence; surveillance of cellular phones.,1997,11,8,(NROL-4 National Reconnaissance Office Launch-4 USA 136),0.4886921905584123,45111,7581,52692,26346.0,37530,36985.753527540845,18492.876763770422,0.00014763755144842384,42558.17876642701,42576.6,3310.0805707221007,118.21716324007502,3310.0805707221007,0.4886921905584123,18765.0,3.140751938558808,3.1412478329945275,0.0008524727896100261,38733.345370782255,26345.993734855958,-12.753448536785356,6.282495665989055,0.0
1622,Van Allen Probe A ,USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,332.0,591,30534,0.6829999999999999,10.03,539.06,648.0,,,2012-08-30,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046A,38752,Study the Earth's radiation belts on various scales of space and time.,2012,8,30,(RBSP-A Radiation Belt Storm Probes),5.794493116621174,36905,6962,43867,21933.5,29943,32058.235135453106,16029.117567726553,0.0001943600296325065,32327.558907352264,32343.6,29813.193214558203,89.79877474264518,29813.1932145582,5.794493116621173,14971.5,4.9867045611598115,2.1009535615649777,0.7328806449701959,11504.437946346836,-10716.658277289518,-13985.55213837733,4.201907123129955,0.0
1623,Van Allen Probe B ,USA,USA,National Aeronautics and Space Administration (NASA)/Johns Hopkins University Applied Physics Laboratory,Government,Earth Observation,Earth Science,Elliptical,,81.0,595,30657,0.6829999999999999,10.04,541.4,666.0,,,2012-08-30,,Johns Hopkins University Applied Physics Laboratory,USA,Cape Canaveral,Atlas 5,2012-046B,38753,Study the Earth's radiation belts on various scales of space and time.,2012,8,30,(RBSP-B Radiation Belt Storm Probes),1.413716694115407,37028,6966,43994,21997.0,30062,32120.837348985784,16060.418674492892,0.00019351903195543414,32468.048458544137,32484.0,7305.310903172432,90.18902349595594,7305.310903172431,1.4137166941154071,15031.0,3.1405117634624946,3.14112354956644,0.0010107187733207638,30649.94222358359,21996.990318743334,-15.068011823326868,6.28224709913288,0.0
1662,XMM Newton ,ESA,ESA,European Space Operations Centre (ESOC),Government,Space Science,,Elliptical,Deep Highly Eccentric,178.0,7079,114027,0.799,38.4,2872.15,3764.0,3233.0,,1999-12-10,10.0,Dornier Systems (and 46 subcontractors),International,Guiana Space Center,Ariane 5,1999-066A,25989,Detect and study celestial x-ray sources.,1999,12,10,(High Throughput X-ray Spectroscopy Mission),3.1066860685499065,120398,13450,133848,66924.0,106948,80482.37322544608,40241.18661272304,3.64666634763616e-05,172299.42934736735,172329.0,85192.49562175384,478.60952596490927,85192.49562175386,3.106686068549907,53474.0,3.140563010963285,3.141248486772834,0.0013681047015650708,114025.24765531316,66923.98414559822,-27.699360026979715,6.282496973545668,0.0
1486,Spektr-R/RadioAstron,Russia,Multinational,Astro Space Center of Moscow/Russian Academy of Sciences,Government,Space Science,,LEO,Cislunar,118.0,1000,330000,0.9570000000000001,51.46,,3660.0,,,2011-07-18,5.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit 3SLBF/Fregat SB,2011-037A,37755,"Featuring a 30-foot (10-meter) wide antenna ""The aim  is to use the space telescope to conduct interferometer observations to obtain images coordinates motions and evolution of angular structure of different radio emitting objects in the universe.""",2011,7,18,,2.059488517353309,336371,7371,343742,171871.0,329000,99586.9598090031,49793.47990450155,8.860637295042764e-06,709112.1211670432,,232431.19527141977,1969.7558921306756,232431.19527141974,2.059488517353309,164500.0,3.1410022050785456,3.141505130858709,0.0019478869875755069,329980.51832862,171870.99736685774,-8.71612265832928,6.283010261717418,0.0
