,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,trueAnomadj,flightpath,distanceAt,cartX,cartY
284,DSCS III-F9 ,USA,USA,US Air Force,Military,Communications,,GEO,,307.6,35784,35784,0.0,0.0,1436.1,1156.0,884.0,1240.0,1995-07-31,10.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 2A,1995-038A,23628,Super High Frequency (SHF) for U.S. government and military; sophisticated survivability enhancement; worldwide longhaul coverage; X-band.,1995,7,31,(USA 113 DSCS III B-7) (Defense Satellite Communications System),5.3686327791345585,42155,42155,84310,42155.0,0,84310.0,42155.0,7.294494894154959e-05,86135.98882925081,86166.0,73598.4171218821,239.26663563680782,73598.41712188208,5.368632779134558,0.0,5.368632779134558,0.9145525280450288,1.8291050560900577,0.0,35784.0,-10768.315925783263,40756.43994662098
285,DSP 18 ,USA,USA,Air Force,Military,Earth Observation,Infrared Imaging,GEO,,284.0,35780,35800,0.00023700000000000001,0.1,1436.27,2380.0,,1485.0,1997-02-23,5.0,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan IVB,1997-008A,24737,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.,1997,2,23,(USA 130) (Defense Support Program),4.956735075663896,42171,42151,84322,42161.0,20,84321.99762813971,42160.998814069855,7.292937812532453e-05,86154.37932820884,86176.2,67966.23258114253,239.31772035613568,67966.23258114254,4.956735075663896,10.0,4.956505102391138,1.3269101846442628,2.6538203692885256,0.00022997326908080545,35787.584908172066,-37244.14577297011,19759.13724527502
286,DSP 20 ,USA,USA,Air Force,Military,Earth Observation,Infrared Imaging,GEO,,323.75,35897,35909,0.00014199999999999998,4.08,142.08,2380.0,,1485.0,2000-05-18,9.0,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan IVB,2000-024A,26356,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.,2000,5,18,(USA 149) (Defense Support Program),5.650503453331642,42280,42268,84548,42274.0,12,84547.99914841274,42273.99957420637,7.263715914440527e-05,86500.97802817961,8524.800000000001,77790.81010173098,240.28049452272114,77790.81010173097,5.650503453331641,6.0,5.650419477745098,0.6328498098293265,1.265699619658653,8.39755868963332e-05,35898.1592853284,12698.493144134078,40321.697820363544
287,DSP 21 ,USA,USA,Air Force,Military,Earth Observation,Infrared Imaging,GEO,,69.48,35765,35810,0.000534,3.68,1436.14,2380.0,,1485.0,2001-08-06,9.0,TRW and Aerojet Electronics Systems,USA,Cape Canaveral,Titan 4B,2001-033A,26880,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.,2001,8,6,(USA 159) (Defense Support Program),1.2126547642856602,42181,42136,84317,42158.5,45,84316.98799174458,42158.49399587229,7.293586529214378e-05,86146.71646126853,86168.40000000001,16626.316277024827,239.29643461463482,16626.316277024827,1.2126547642856604,22.5,1.2131549755573945,1.2136552335496866,2.4273104670993733,0.0005002112387621708,35779.6190949385,-31853.43046216392,27616.98522283498
288,DSP 22 ,USA,USA,Air Force,Military,Earth Observation,Infrared Imaging,GEO,,103.84,35741,35832,0.00108,1.41,1436.12,2380.0,,1485.0,2004-02-14,9.0,Northrup Grumman (formerly TRW),USA,Cape Canaveral,Titan 4B,2004-004A,28158,Infrared sensors to detect heat from missile and booster plumes against earth's background; detection capability of smaller missiles; improved warning of attack by short-range missiles against U.S. and allied forces.,2004,2,14,(USA 176) (Defense Support Program),1.8123498952709118,42203,42112,84315,42157.5,91,84314.9508924722,42157.4754462361,7.293846042816265e-05,86143.65137810822,86167.2,24847.65766417433,239.28792049474504,24847.657664174327,1.8123498952709116,45.5,1.8133982693419985,1.81444650706519,3.62889301413038,0.0010483737221869884,35797.43765879522,-37250.373831316036,-19739.90885929651
294,Echostar 1 ,USA,Mexico,QuetzSat S. de R.L. de C.V. (leased from Echostar Technologies LLC),Commercial,Communications,,GEO,,77.15,35776,35795,0.000225,0.01,1436.07,3287.0,2000.0,7000.0,1995-12-28,12.0,Lockheed Martin Astro Space,USA,Xichang Satellite Launch Center,Long March 2E,1995-073A,23754,Operating as Mexican satellite until replaced by Quetzsat; Echostar will have capacity on that satellite.,1995,12,28,,1.3465215179136254,42166,42147,84313,42156.5,19,84312.9978591676,42156.4989295838,7.294105571808137e-05,86140.58633130047,86164.2,18460.406209610646,239.27940647583463,18460.406209610643,1.3465215179136252,9.5,1.3467408939114038,1.3469602753894314,2.693920550778863,0.00021937599453387272,35783.39252327747,-38002.28115474329,18248.20819629312
295,Echostar 10,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,249.93,35780,35792,0.00014199999999999998,0.06,1436.0,4333.0,,10000.0,2006-02-15,15.0,Lockheed Martin Commercial Space Systems,USA,Sea Launch,Zenit 3SL,2006-003A,28935,Direct-to-home transmission of voice video and internet.,2006,2,15,,4.362101399509428,42163,42151,84314,42157.0,12,84313.99914604929,42156.999573024645,7.293975805388373e-05,86142.11885016024,86160.0,59804.16601172376,239.28366347266734,59804.16601172375,4.362101399509427,6.0,4.36196802909158,1.9213506452544755,3.842701290508951,0.00013337041721524126,35788.05505406663,-32213.323603240882,-27194.014349723264
296,Echostar 11,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,250.03,35778,35793,0.000178,0.03,1436.1,5500.0,,20000.0,2008-07-16,15.0,Space Systems/Loral,USA,Sea Launch,Zenit 3SL,2008-035A,33207,Direct-to-home television.,2008,7,16,,4.363846728761422,42164,42149,84313,42156.5,15,84312.99866568619,42156.499332843094,7.294105571808137e-05,86140.58633130047,86166.0,59827.03000115294,239.27940647583463,59827.03000115293,4.3638467287614215,7.5,4.363679441791084,1.9196731472703932,3.8393462945407864,0.00016728696908626382,35788.06395761555,-32303.994801425844,-27085.464531723446
297,Echostar 12  ,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,298.37,35782,35791,0.00010700000000000001,0.06,1436.11,4328.0,,,2003-07-17,18.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2003-033A,27852,Direct-to-home television services; cable's attempt to compete with dish networks.,2003,7,17,(Rainbow-1),5.207538889175481,42162,42153,84315,42157.5,9,84314.99951965842,42157.49975982921,7.293846042816265e-05,86143.65137810822,86166.59999999999,71396.33683801709,239.28792049474504,71396.33683801707,5.2075388891754795,4.5,5.207444735357192,1.0758347280336167,2.1516694560672334,9.415381813158568e-05,35784.356980977325,-23134.099614527564,35242.98833985306
298,Echostar 14,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,241.0,35785,35789,4.74e-05,0.05,1436.11,6384.0,3223.0,20000.0,2010-03-20,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2010-010A,36499,Direct-to-home over CONUS.,2010,3,20,,4.2062434973063345,42160,42156,84316,42158.0,4,84315.99990511884,42157.99995255942,7.293716284091653e-05,86145.18391514434,86166.59999999999,57669.4147876383,239.2921775420676,57669.41478763829,4.206243497306334,2.0,4.2062020412848735,2.077024721439795,4.15404944287959,4.145602144722749e-05,35787.968862281836,-22334.40752383713,-35755.71565053382
299,Echostar 15,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,298.5,35789,35803,0.000166,0.07,1436.57,5521.0,,20000.0,2010-07-10,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2010-034A,36792,Direct-to-home over CONUS.,2010,7,10,,5.209807817203074,42174,42160,84334,42167.0,14,84333.99883795384,42166.99941897692,7.291381284788417e-05,86172.77113580424,86194.2,71451.58940010435,239.36880871056735,71451.58940010435,5.209807817203073,7.0,5.209661922006252,1.0736692861460835,2.147338572292167,0.00014589519624267296,35792.66091883458,-22986.428566406637,35350.81266848851
300,Echostar 16,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,298.5,35776,35796,0.00023700000000000001,0.05,1436.06,6658.0,3228.0,,2012-11-20,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2012-065A,39008,Direct-to-home over CONUS.,2012,11,20,,5.209807817203074,42167,42147,84314,42157.0,20,84313.99762791466,42156.99881395733,7.293975805388373e-05,86142.11885016024,86163.59999999999,71426.1735465912,239.28366347266734,71426.1735465912,5.209807817203073,10.0,5.209599513991065,1.0737941081724836,2.147588216344967,0.00020830321032685057,35781.23443619847,-22989.799593732005,35336.69047009575
301,Echostar 17,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,252.9,35781,35794,0.000154,0.01,1436.13,6100.0,,16100.0,2012-07-05,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2012-035A,38551,All ka-band communications.,2012,7,5,,4.413937678293659,42165,42152,84317,42158.5,13,84316.9989978296,42158.4994989148,7.293586529214378e-05,86146.71646126853,86167.8,60518.06831404114,239.29643461463482,60518.06831404115,4.41393767829366,6.5,4.413790492834264,1.869541996469771,3.739083992939542,0.0001471854584841919,35789.40994337775,-34854.51933137974,-23717.1159936653
302,Echostar 3 ,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,298.54,35783,35790,8.3e-05,0.02,1436.11,3674.0,1700.0,10000.0,1997-10-05,12.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 2AS,1997-059A,25004,Central/Mountain region to Eastern U.S.; 32 Ku-band transponders,1997,10,5,,5.210505948903871,42161,42154,84315,42157.5,7,84314.99970942299,42157.499854711496,7.293846042816265e-05,86143.65137810822,86166.59999999999,71437.0157845012,239.28792049474504,71437.01578450119,5.2105059489038705,3.5,5.210433031858692,1.0728251938115732,2.1456503876231463,7.291704510630433e-05,35784.82846466722,-22921.55187168618,35381.5948964286
303,Echostar 7 ,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,241.15,35782,35789,8.3e-05,0.01,1436.07,4027.0,2200.0,13000.0,2002-02-21,12.0,Lockheed Martin Missiles and Space,USA,Cape Canaveral,Atlas 3B,2002-006A,27378,CONUS Hawaii Alaska and Puerto Rico; 32 Ku-band transponders,2002,2,21,,4.208861491184326,42160,42153,84313,42156.5,7,84312.99970941611,42156.499854708054,7.294105571808137e-05,86140.58633130047,86164.2,57702.22887164752,239.27940647583463,57702.22887164752,4.208861491184326,3.5,4.208788795562939,2.0744692057820777,4.148938411564155,7.269562131633461e-05,35787.18854894572,-22516.062434759646,-35639.82906705026
304,Echostar 8 ,USA,USA,Echostar Technologies LLC,Commercial,Communications,,GEO,,283.03,35783,35789,7.120000000000001e-05,0.01,1436.1,4660.0,,10000.0,2002-08-21,12.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2002-039A,27501,CONUS Hawaii Alaska and Puerto Rico; 32 Ku-band transponders,2002,8,21,,4.939805381919551,42160,42154,84314,42157.0,6,84313.99978651233,42156.999893256165,7.293975805388373e-05,86142.11885016024,86166.0,67724.45527266905,239.28366347266734,67724.45527266903,4.939805381919549,3.0,4.939736014053122,1.3435186615493973,2.6870373230987945,6.936786632438307e-05,35785.32346337834,-37876.22455168185,18509.572144584752
305,Echostar 9/Galaxy 23 ,USA,USA,Echostar Technologies LLC/Intelsat ,Commercial,Communications,,GEO,,238.98000000000002,35775,35797,0.000261,0.01,1436.08,4000.0,2500.0,,2003-08-08,13.0,Space Systems/Loral,USA,Sea Launch,Zenit 3SL,2003-034A,27854,24 C-band 2 Ka-band 32 Ku-band; additional C-band payload owned and operated by Loral Skynet.,2003,8,8,(G-23 Intelsat 1A-13 Telstar 13),4.1709878464160495,42168,42146,84314,42157.0,22,84313.99712977673,42156.99856488837,7.293975805388373e-05,86142.11885016024,86164.79999999999,57184.00989669806,239.28366347266734,57184.009896698044,4.170987846416048,11.0,4.170764202768095,2.112644733011773,4.225289466023546,0.00022364364624794086,35791.672352610534,-19732.204330682936,-37253.89465225631
306,Echostar G1 ,USA,USA,Dish Network,Commercial,Communications,,GEO,,267.08,35773,35799,0.000308,5.73,1436.1,6600.0,,16000.0,2008-04-14,15.0,Space Systems/Loral,USA,Cape Canaveral,Atlas 5,2008-016A,32763,CONUS Puerto Rico Virgin Islands. Purchased by Dish Network in 2011. ,2008,4,14,(ICO G1 DBSD G1),4.661425366226455,42170,42144,84314,42157.0,26,84313.99599117575,42156.99799558787,7.293975805388373e-05,86142.11885016024,86166.0,63907.88084027999,239.28366347266734,63907.88084027999,4.661425366226454,13.0,4.661117770948714,1.6223751290713138,3.2447502581426275,0.00030759526807748146,35786.66543200548,-41932.89216659377,-4341.10605177726
308,Electro-L1 (GOMS 2 [Geostationary Operational Meteorological Satellite 2],Russia,Russia,    Roshydromet - Planeta,Government,Earth Observation,Optical Imaging,GEO,,76.0,35323,35750,0.00509,0.46,1423.35,1766.0,,,2011-01-20,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit,2011-001A,37344,Satellite's position in GEO will yield real-time views of entire Earth disk -- wide swath of Asia Middle East and Indian Ocean. Will also provide communciations for search-and-rescue services.,2011,1,20,,1.3264502315156905,42121,41694,83815,41907.5,427,83813.91230577415,41906.956152887076,7.359210653682959e-05,85378.52227446609,85401.0,18024.354702387285,237.1625618735169,18024.354702387285,1.3264502315156905,213.5,1.33139512581849,1.3363429675623517,2.6726859351247034,0.004944857649545531,35485.919926288894,-37384.12545706797,18938.22618620016
309,Electro-L2 ,NR (1/16),Russia, Roshydromet - Planeta,Government,Earth Observation,Optical Imaging,GEO,,77.8,35694,35815,0.00144,0.45,1434.47,1800.0,,,2015-12-11,10.0,Lavochkin,Russia,Baikonur Cosmodrome,Zenit,2015-074A,41105,,2015,12,11,,1.3578661580515883,42186,42065,84251,42125.5,121,84250.91311077881,42125.456555389406,7.302158610965249e-05,86045.58791347634,86068.2,18595.407610190163,239.01552198187872,18595.407610190163,1.357866158051588,60.5,1.3592740653764097,1.3606821846588704,2.7213643693177407,0.0014079064591931358,35741.764374254504,-38460.40588817155,17185.87559480661
320,Eurasiasat 1 ,Turkey,Turkey/France,Eurasiasat SAM/Alcatel Space,Commercial,Communications,,GEO,,42.08,35761,35810,0.0005809999999999999,0.02,1436.06,3535.0,1900.0,,2001-01-10,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 4,2001-002A,26666,32 Ku-band transponders; direct-to-home voice video and data transmissions to countries between central Europe and the Indian subcontinent.,2001,1,10,(Turksat 2A),0.7344345492392138,42181,42132,84313,42156.5,49,84312.98576138791,42156.49288069396,7.294105571808137e-05,86140.58633130047,86163.59999999999,10068.877424503122,239.27940647583463,10068.877424503122,0.7344345492392139,24.5,0.7348240845799653,0.7352137038961518,1.4704274077923036,0.00038953535724983767,35767.32750481485,4224.101779164251,41944.33051302469
321,Eutelsat 10A ,France,Multinational,European Telecommunications Satellite Consortium (EUTELSAT),Commercial,Communications,,GEO,,10.0,35781,35822,0.00048600000000000005,0.03,1436.09,5900.0,,,2009-04-03,15.0,Alcatel Alenia Space,France,Baikonur Cosmodrome,Proton M,2009-016A,34710,46 Ku-band 10 C-band transponders S-band not in service due to anomaly.,2009,4,3,(Eutelsat W-2A),0.17453292519943295,42193,42152,84345,42172.5,41,84344.9900349748,42172.4950174874,7.289954954021019e-05,86189.63144228874,86165.4,2394.156428952465,239.4156428952465,2394.156428952465,0.17453292519943295,20.5,0.17461735862501546,0.17470181226538922,0.34940362453077844,8.443343505241342e-05,35781.31584336349,39624.31278795944,14437.227679882391
322,Eutelsat 113 West-A ,Mexico,Multinational,Eutelsat Americas,Commercial,Communications,,GEO,,247.0,35776,35796,0.00023700000000000001,0.03,1436.1,5456.0,2310.0,,2006-05-27,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2006-020A,29162,36 C-band 24 Ku-band; CONUS NAFTA South America Hawaii Caribbean,2006,5,27,(Satmex 6),4.310963252425994,42167,42147,84314,42157.0,20,84313.99762791466,42156.99881395733,7.293975805388373e-05,86142.11885016024,86166.0,59103.06487774884,239.28366347266734,59103.06487774883,4.310963252425993,10.0,4.310745112976153,1.9726583235453456,3.9453166470906913,0.00021813944731614336,35789.90588249365,-29258.241895577128,-30350.7475747752
323,Eutelsat 115 West-A  ,Mexico,Multinational,Eutelsat Americas,Commercial,Communications,,GEO,,245.1,35779,35792,0.000154,0.02,1436.08,3542.0,2267.0,,1998-12-05,15.0,Hughes Space and Communications Company,USA,Guiana Space Center,Ariane 42L,1998-070A,25558,24 C-band 24 Ku-band; Internet voice and data analogical and digital television and multimedia; Mexico sent more than 10 engineers to work on the satellite at Hughes.,1998,12,5,(Satmex 5),4.277801996638102,42163,42150,84313,42156.5,13,84312.99899778207,42156.49949889103,7.294105571808137e-05,86140.58633130047,86164.79999999999,58647.38252722708,239.27940647583463,58647.38252722707,4.277801996638102,6.5,4.277662320916407,2.0056626574546446,4.011325314909289,0.0001396757210801995,35788.23422949576,-27192.2434025516,-32214.164063578104
324,Eutelsat 115 West-B,NR,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,245.1,35789,35789,0.0,0.0,1436.0,,,,2015-03-02,15.0,Boeing Defense and Space,USA,Cape Canaveral,Falcon 9,2015-010B,40425,First all-electric satellite in Eutelsat's fleet.,2015,3,2,,4.277801996638102,42160,42160,84320,42160.0,0,84320.0,42160.0,7.293197287664971e-05,86151.31415416906,86160.0,58654.68638663011,239.30920598380294,58654.6863866301,4.277801996638101,0.0,4.277801996638101,2.0053833105414856,4.010766621082971,0.0,35789.0,-27212.496114441703,-32201.640567236558
325,Eutelsat 12 West A  ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,347.57,35768,35805,0.000439,0.11,1436.1,2700.0,1550.0,5100.0,2002-08-28,15.0,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2002-040A,27508,Twenty channels telecommunications services between Europe and the Americas.,2002,8,28,(Atlantic Bird 1),6.066240881156691,42176,42139,84315,42157.5,37,84314.99188163396,42157.49594081698,7.293846042816265e-05,86143.65137810822,86166.0,83169.30252635854,239.28792049474504,83169.30252635853,6.0662408811566895,18.5,6.066146347335673,0.21713351393669958,0.43426702787339916,9.453382942216697e-05,35768.42704696592,38244.38523340744,17737.579986607278
326,Eutelsat 16A ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,16.0,35779,35795,0.00018999999999999998,0.2,1436.12,5400.0,,,2011-10-07,,Thales Alenia Space,France,Xichang Satellite Launch Center,Long March 3B,2011-057A,37836,53 Ku and three Ka transponders; will provide capacity for broadcasting and telecom/data services to Central Europe and Indian Ocean islands. Will support digital video broadcasting markets while coverage of Africa stretching from Senegal to South Africa will serve data and telecom markets.,2011,10,7,(Eutelsat W3C),0.2792526803190927,42166,42150,84316,42158.0,16,84315.9984819014,42157.9992409507,7.293716284091653e-05,86145.18391514434,86167.2,3828.6748406730817,239.2921775420676,3828.6748406730817,0.2792526803190927,8.0,0.27930506098348795,0.27935744643203203,0.5587148928640641,5.2380665220939345e-05,35779.30039025007,35747.329832572585,22347.826647284714
327,Eutelsat 16C ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,35.96,35754,35817,0.0007469999999999999,0.07,1436.06,2500.0,,5600.0,2000-04-17,,Alcatel Space/NPO PM (Applied Mechanics),France/Russia,Baikonur Cosmodrome,Proton K,2000-019A,26243,High-speed Internet access high-volume data transmission video broadcasting messaging and positioning services; 18 Ku-band transponders.,2000,4,17,(SESAT-1 Siberia-Europe Satellite),0.6276203990171609,42188,42125,84313,42156.5,63,84312.97646270116,42156.48823135058,7.294105571808137e-05,86140.58633130047,86163.59999999999,8604.487456871015,239.27940647583463,8604.487456871013,0.6276203990171608,31.5,0.6280593179766237,0.6284983696402996,1.2569967392805992,0.0004389190114755801,35760.01852513892,13012.653440225713,40097.88579197605
328,Eutelsat 172A ,USA,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,172.06,35772,35799,0.00032,0.01,1436.1,5000.0,,13000.0,2005-12-29,16.0,Alcatel Alenia Space,France/Italy,Baikonur Cosmodrome,Proton M,2005-052A,28924,Hybrid C/Ku-band satellite. 20 Ku-band 18 C-band transponders. Broadcast Internet business; Ku-band tailored to broadband for Boeing Connexion; Pacific region.,2005,12,29,(GE-23 AMC-23 Worldsat 3 Americom 23),3.0030135109814435,42170,42143,84313,42156.5,27,84312.99567682315,42156.497838411575,7.294105571808137e-05,86140.58633130047,86166.0,41170.41467823211,239.27940647583463,41170.414678232104,3.003013510981443,13.5,3.0030577005022927,3.003101883022746,6.006203766045492,4.418952304020882e-05,35798.86083654386,40549.71457505094,-11527.841363578345
329,Eutelsat 25B ,France,Multinational,Eutelsat S.A./Es'hailSat,Commercial,Communications,,GEO,,25.5,35725,35767,0.000499,0.08,1434.03,,,,2013-08-29,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2013-044A,39233,Partnership between Eutelsat and the Doha-based EshailSat the Qatar Satellite Company - the first of a planned fleet for Qatar.,2013,8,29,(Eshail 1),0.44505895925855404,42138,42096,84234,42117.0,42,84233.98952916809,42116.994764584044,7.304369291203402e-05,86019.54606465995,86041.8,6093.05117958008,238.9431835129443,6093.051179580079,0.445058959258554,21.0,0.44527388109451926,0.445488851343344,0.890977702686688,0.00021492185445168695,35727.03286697883,26476.93547245496,32753.828940631003
330,Eutelsat 33A  ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,33.14,35781,35790,0.00010700000000000001,0.05,1436.06,1525.0,1300.0,1600.0,2003-09-27,10.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2003-043A,27948,20 Ku-band transponders; video and data transmission to Europe and Turkey.,2003,9,27,(Eurobird 3 E-bird),0.5784021141109208,42161,42152,84313,42156.5,9,84312.99951964703,42156.49975982351,7.294105571808137e-05,86140.58633130047,86163.59999999999,7929.71953060916,239.27940647583463,7929.71953060916,0.5784021141109208,4.5,0.5784606148255463,0.5785191181609282,1.1570382363218563,5.8500714793572116e-05,35781.72312898324,16949.152693621167,38599.18002032764
331,Eutelsat 33B  ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,25.5,35780,35790,0.00011899999999999999,0.02,1436.04,3170.0,1900.0,5900.0,2002-11-20,12.0,Alcatel Space Industries,France,Cape Canaveral,Atlas IIAS,2002-051A,27554,Twenty-four transponders Ku-band connectivity from western Europe through Middle East and Central and South Asia.,2002,11,20,(Eutelsat 25C Eutelsat 70A Eutelsat W-5),0.44505895925855404,42161,42151,84312,42156.0,10,84311.9994069646,42155.9997034823,7.294235342075716e-05,86139.05382152893,86162.4,6101.5163123583,239.27514950424703,6101.516312358299,0.44505895925855393,5.0,0.4451101955822472,0.4451614346577102,0.8903228693154204,5.123632394394734e-05,35780.47223381594,26522.91538001612,32766.8015015289
332,Eutelsat 33C ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,33.0,35788,35794,7.120000000000001e-05,0.07,1436.1,2950.0,1375.0,5900.0,2001-03-08,12.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5,2001-011A,26719,Twenty-four channels; Western and Central Europe as far west as Canary Islands.,2001,3,8,(Eutelsat 28A Eurobird 1 Eurosat 1),0.5759586531581288,42165,42159,84324,42162.0,6,84323.99978653764,42161.99989326882,7.292678352785448e-05,86157.44453859967,86166.0,7897.765749371636,239.3262348294435,7897.765749371636,0.5759586531581288,3.0,0.575997433773142,0.5760362155460361,1.1520724310920722,3.878061506298793e-05,35788.48242937888,17142.85521302001,38519.563232639426
333,Eutelsat 36A  ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,36.09,35766,35806,0.00047400000000000003,0.07,1436.08,3190.0,1380.0,6000.0,2000-05-24,12.0,Alcatel Space Industries,France,Cape Canaveral,Atlas 3A,2000-028A,26369,Thirty-one operational channels Western Russia  majoritiy of central and southern Afirca.,2000,5,24,(Eutelsat W-4),0.6298893270447536,42177,42137,84314,42157.0,40,84313.99051165827,42156.99525582913,7.293975805388373e-05,86142.11885016024,86164.79999999999,8635.747414728567,239.28366347266734,8635.747414728565,0.6298893270447534,20.0,0.630168646259307,0.6304480189708416,1.2608960379416831,0.00027931922777429935,35769.85564219731,12856.353716733456,40148.80390885103
334,Eutelsat 36B ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,36.0,35786,35787,1.1900000000000001e-05,0.07,1436.09,5600.0,,13200.0,2009-11-24,15.0,Thales Alenia Space,France,Baikonur Cosmodrome,Breeze M,2009-065A,36101,70 Ku-band transponders; serving Europe Russia Africa Middle East and Central Asia.,2009,11,24,(Eutelsat W-7),0.6283185307179586,42158,42157,84315,42157.5,1,84314.99999406986,42157.49999703493,7.293846042816265e-05,86143.65137810822,86165.4,8614.365137810822,239.28792049474504,8614.36513781082,0.6283185307179584,0.5,0.6283255254298009,0.6283325201753134,1.2566650403506268,6.994711842695444e-06,35786.09413906869,13026.262144037666,40094.52955926382
335,Eutelsat 3B,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,3.0,35782,35791,0.00010700000000000001,0.07,1436.1,5967.0,,,2014-05-26,15.0,Airbus Defense and Space,France,Sea Launch (Odyssey),Zenit 3SL,2014-030A,39773,51 transponders. Replaces Eutelsat 3D at 3 East.,2014,5,26,,0.05235987755982989,42162,42153,84315,42157.5,9,84314.99951965842,42157.49975982921,7.293846042816265e-05,86143.65137810822,86166.0,717.8637614842353,239.28792049474504,717.863761484235,0.05235987755982987,4.5,0.052365478105585,0.05237107895059048,0.10474215790118097,5.60054578704192e-06,35781.99533078883,41926.45807205497,4407.597935482187
336,Eutelsat 48A ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,9.08,35757,35815,0.000688,0.08,1436.07,2915.0,1700.0,,1996-11-21,14.0,Matra Marconi Space (Astrium),France/UK/Germany,Cape Canaveral,Delta 2,1996-067A,24665,Full coverage of Europe Middle East parts of Africa and Asia; 20 active channels. Extremely inclined.,1996,11,21,(Eutelsat W-48 Eurobird 9 Hot Bird 2 Eutelsat 2-F8 Eutelsat HB2),0.15847589608108512,42186,42128,84314,42157.0,58,84313.98005076026,42156.99002538013,7.293975805388373e-05,86142.11885016024,86164.2,2172.6956643318194,239.28366347266734,2172.6956643318194,0.1584758960810851,29.0,0.15858454550419027,0.1586932318583616,0.3173864637167232,0.00010864944775094739,35757.35993213522,40051.43939311887,13156.548545443238
337,Eutelsat 48B ,France,Multinational,Eutelsat S.A.,Commercial,Communications,,GEO,,48.0,35777,35797,0.00023700000000000001,0.09,1436.12,5102.0,2060.0,,2012-11-10,15.0,Thales Alenia Space,Italy,Guiana Space Center,Ariane 5 ECA,2012-062B,38992,Increased capacity for data video and government services.,2012,11,10,(Eutelsat 21B Eutelsat W-6A),0.8377580409572782,42168,42148,84316,42158.0,20,84315.99762797094,42157.99881398547,7.293716284091653e-05,86145.18391514434,86167.2,11486.024522019246,239.2921775420676,11486.024522019245,0.8377580409572781,10.0,0.8379341942159965,0.8381103614399147,1.6762207228798294,0.00017615325911080824,35780.31572573738,-4436.253377832714,41923.937327915504
