,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,trueAnomadj,flightpath,distanceAt,cartX,cartY
62,Anik F1R,Canada,Canada,Telesat Canada Ltd. (BCE Inc.),Commercial,Communications,,GEO,,252.7,35777,35795,0.000213,0.02,1436.1,4500.0,,10000.0,2005-09-09,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2005-036A,28868,32 Ku-band 24 C-band transponders 2 navigation transponders; North America.,2005,9,9,,4.410447019789671,42166,42148,84314,42157.0,18,84313.99807861088,42156.99903930544,7.293975805388373e-05,86142.11885016024,86166.0,60466.98175954304,239.28366347266734,60466.981759543036,4.41044701978967,9.0,4.410243668619811,1.8731449832828164,3.746289966565633,0.00020335116746383086,35788.67200345541,-34681.476959807886,-23966.805767697475
63,Anik F2 ,Canada,Canada,Telesat Canada Ltd. (BCE Inc.),Commercial,Communications,,GEO,,248.93,35781,35790,0.00010700000000000001,0.01,1436.08,5910.0,3805.0,16000.0,2004-07-18,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2004-027A,28378,24 30W C-band 40 127W Ku-band 50 90W transponders for broadband and telemedicine to northern US states and Canada,2004,7,18,,4.344648106989484,42161,42152,84313,42156.5,9,84312.99951964703,42156.49975982351,7.294105571808137e-05,86140.58633130047,86164.79999999999,59563.822654029515,239.27940647583463,59563.822654029515,4.344648106989484,4.5,4.34454826464677,1.9387368829544378,3.8774737659088756,9.984234245584016e-05,35787.12207053554,-31248.06732013817,-28297.151303306047
64,Anik F3,Canada,Canada,Telesat Canada Ltd. (BCE Inc.),Commercial,Communications,,GEO,,241.31,35778,35794,0.00018999999999999998,0.01,1436.1,4715.0,,17500.0,2007-04-09,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2007-009A,31102,32 Ku-band 24 C-band and 2 Ka-band transponders; voice and video throughout North America.,2007,4,9,,4.211654017987517,42165,42149,84314,42157.0,16,84313.99848186539,42156.999240932695,7.293975805388373e-05,86142.11885016024,86166.0,57741.54083258936,239.28366347266734,57741.54083258936,4.211654017987516,8.0,4.211487359495619,2.071864598571958,4.143729197143916,0.000166658491046799,35789.84645325228,-22701.68086258759,-35522.475836747515
65,Anik G1,NR,Canada,Telesat Canada Ltd. (BCE Inc.),Commercial,Communications,,GEO,,252.7,35773,35799,0.000308,0.01,1436.08,4905.0,,17500.0,2013-04-15,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2013-014A,39127,16 extended Ku-band transponders fully contracted to Shaw Direct for 15 years.,2013,4,15,,4.410447019789671,42170,42144,84314,42157.0,26,84313.99599117575,42156.99799558787,7.293975805388373e-05,86142.11885016024,86164.79999999999,60466.98175954304,239.28366347266734,60466.981759543036,4.41044701978967,13.0,4.410152980394921,1.8733263526937147,3.7466527053874294,0.0002940393875098087,35789.864866256394,-34672.78098722916,-23979.383914777376
76,Apstar 1A,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,51.47,35779,35790,0.00013000000000000002,5.89,1436.03,1383.0,726.0,,1996-07-03,,Hughes,USA,Xichang Satellite Launch Center,Long March 3,1996-039A,23943,In highly inclined orbit.,1996,7,3,,0.8983209660014814,42161,42150,84311,42155.5,11,84310.99928241866,42155.49964120933,7.29436511619127e-05,86137.5213208457,86161.8,12315.272839955354,239.27089255790472,12315.272839955356,0.8983209660014815,5.5,0.8984226709107809,0.898524379937577,1.797048759875154,0.00010170490928217106,35781.08667681011,-9456.61900760685,41081.12107120774
77,Apstar 6,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134.04,35778,35794,0.00018999999999999998,0.01,1436.08,4680.0,,,2005-04-12,,Alcatel Space Industries,France,Xichang Satellite Launch Center,Long March 3B,2005-012A,28638,,2005,4,12,,2.339439329373199,42165,42149,84314,42157.0,16,84313.99848186539,42156.999240932695,7.293975805388373e-05,86142.11885016024,86164.79999999999,32073.58225187633,239.28366347266734,32073.582251876327,2.3394393293731985,8.0,2.339575893721504,2.339712449050136,4.679424898100272,0.00013656434864789283,35791.56890285953,-1389.4151547619383,-42134.096769685675
78,Apstar 7,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,76.5,35864,35874,0.000118,0.03,1440.31,5054.0,,,2012-03-31,15.0,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2012-013A,38107,Replacement for Apstar 2R.,2012,3,31,,1.335176877775662,42245,42235,84480,42240.0,10,84479.99940814394,42239.99970407197,7.272487790567112e-05,86396.64291123713,86418.59999999999,18359.28661863789,239.99067475343645,18359.28661863789,1.335176877775662,5.0,1.335291620587038,1.335406364977583,2.670812729955166,0.00011474281091579509,35867.83698972452,-37644.91316684383,19159.28254182247
79,Apstar 9,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,142.0,35782,35788,7.120000000000001e-05,0.12,1436.01,5200.0,,10500.0,2015-10-16,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-059A,40982,Replacement for Apstar 9A.,2015,10,16,,2.478367537831948,42159,42153,84312,42156.0,6,84311.99978650727,42155.99989325363,7.294235342075716e-05,86139.05382152893,86160.6,33977.071229603076,239.27514950424703,33977.071229603076,2.4783675378319474,3.0,2.4784113704697006,2.4784552018778077,4.956910403755615,4.38326377941076e-05,35787.365300947225,10205.630856967975,-40901.997828208594
80,Apstar 9A ,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,87.68,35778,35795,0.000202,0.02,1436.12,3000.0,1418.0,,1998-05-30,15.0,Lockheed Martin,USA,Xichang Satellite Launch Center,Long March 3B,1998-033A,25354,24 C-band 24 Ku-band; voice and video communications throughout China and neighboring countries.,1998,5,30,(Chinastar-1 ChinaSat-10 Zhongwei 1 Chinasat 5A),1.5303046881486282,42166,42149,84315,42157.5,17,84314.99828618868,42157.49914309434,7.293846042816265e-05,86143.65137810822,86167.2,20980.764868979248,239.28792049474504,20980.764868979248,1.530304688148628,8.5,1.5305065242248286,1.5307083611193983,3.0614167222387967,0.00020183607346648257,35786.156992311415,-42022.07456974189,3376.3966949412124
81,Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,19.99,35766,35805,0.000463,0.06,1436.06,4630.0,,,2011-09-21,15.0,Astrium/Thales Alenia Space,France,Guiana Space Center,Arinae 5 ECA,2011-049B,37810,26 active C-band transponders 12 active Ka-band transponders,2011,9,21,,0.3488913174736665,42176,42137,84313,42156.5,39,84312.99098003819,42156.49549001909,7.294105571808137e-05,86140.58633130047,86163.59999999999,4783.195335451935,239.27940647583463,4783.195335451934,0.3488913174736664,19.5,0.3490496657604151,0.34920804850793885,0.6984160970158777,0.00015834830041304041,35767.15853959725,32286.044783932888,27106.85609293774
82,Arabsat 7F  ,Canada,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,,GEO,,44.5,35778,35794,0.00018999999999999998,0.01,1436.09,3600.0,1700.0,8600.0,1999-05-20,12.0,Lockheed Martin/Spar Aerospace,USA/Canada,Baikonur Cosmodrome,Proton D,1999-027A,25740,Television broadcast;  32 Ku-band.,1999,5,20,(Nimiq 1),0.7766715171374766,42165,42149,84314,42157.0,16,84313.99848186539,42156.999240932695,7.293975805388373e-05,86142.11885016024,86165.4,10648.123024533697,239.28366347266734,10648.123024533697,0.7766715171374765,8.0,0.7768047079473904,0.7769379077814067,1.5538758155628134,0.0001331908103491404,35780.287732960576,713.2839549014097,42150.96453247543
84,ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,288.2,35778,35795,0.000202,0.01,1436.07,3000.0,,,2014-10-16,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,First geostationary communications satellite built in Argentina. It will support television broadcasts data transmission and Internet access for customers in Argentina Chile Uruguay and Paraguay.,2014,10,16,,5.030038904247657,42166,42149,84315,42157.5,17,84314.99828618868,42157.49914309434,7.293846042816265e-05,86143.65137810822,86164.2,68962.77868658553,239.28792049474504,68962.77868658552,5.0300389042476565,8.5,5.029846997785552,1.2535302219044784,2.5070604438089568,0.00019190646012979962,35783.84176614713,-33951.50430454067,24991.00110678199
85,ArSat 2,NR (12/15),Argentina,ArSat,Commercial,Communications,,GEO,,279.0,35786,35801,0.000178,0.01,1436.06,2977.0,,4600.0,2015-09-30,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941,,2015,9,30,,4.869468613064179,42172,42157,84329,42164.5,15,84328.99866593935,42164.49933296967,7.292029770721173e-05,86165.10772360968,86163.59999999999,66777.9584857975,239.34752145447132,66777.9584857975,4.869468613064179,7.5,4.86929279964397,1.4140683233991567,2.8281366467983133,0.00017581341846605204,35792.32721868345,-40109.97570478793,13001.342386967342
86,Artemis  ,ESA,ESA,European Space Agency,Commercial/Government,Communications/Technology Development,,GEO,,21.36,35771,35803,0.00037999999999999997,7.03,1436.12,3105.0,1500.0,4600.0,2001-07-12,10.0,Alenia Spazio,Italy,Guiana Space Center,Ariane 5G,2001-029A,26863,An 18-month rescue mission recovered the satellite; develop European capabilities in satellite communications; test new technologies; support development of European navigation system (EGNOS c. 2010).,2001,7,12,(Advanced Data Relay and Technology Mission Satellite),0.3728023282259888,42174,42142,84316,42158.0,32,84315.99392760545,42157.996963802725,7.293716284091653e-05,86145.18391514434,86167.2,5111.2809122985645,239.2921775420676,5111.280912298564,0.37280232822598874,16.0,0.3729407833694152,0.3730792630187958,0.7461585260375916,0.00013845515121144167,35772.08117942373,30956.702082413092,28617.81686669617
87,AsiaSat-3S ,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.55,35780,35792,0.00014199999999999998,0.02,1436.07,3480.0,2500.0,10000.0,1999-03-21,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,1999-013A,25657,28 C-band 16 Ku-band; broadcasting internet services multimedia telecommunications,1999,3,21,(Asiasat 3SA),1.8421950254800148,42163,42151,84314,42157.0,12,84313.99914604929,42156.999573024645,7.293975805388373e-05,86142.11885016024,86164.2,25256.39067954004,239.28366347266734,25256.390679540036,1.8421950254800143,6.0,1.8423318226290344,1.842468617172275,3.68493723434455,0.00013679714826599835,35787.60558982736,-36085.730892746105,-21795.244098514675
88,AsiaSat-4 ,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,122.24,35784,35789,5.93e-05,0.0,1436.1,4137.0,2275.0,9500.0,2003-04-12,15.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 3B,2003-014A,27718,28 C-band 16 Ku-band; extensive C-band coverage across Asia and targeted Ku-band beams for Australasia East Asia and a BSS payload for provision of Direct to Home (DTH) services to Hong Kong.,2003,4,12,,2.1334904776378685,42160,42155,84315,42157.5,5,84314.99985174643,42157.49992587321,7.293846042816265e-05,86143.65137810822,86166.0,29250.555401277637,239.28792049474504,29250.555401277634,2.133490477637868,2.5,2.133540633233084,2.1335907880348945,4.267181576069789,5.0155595199488054e-05,35787.83374116211,-18154.91980782032,-38048.044469206405
89,AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,100.5,35778,35795,0.000202,0.0,1436.11,3760.0,,,2009-08-11,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696,14 Ku-Band 26 C-band serving all of Asia.,2009,8,11,,1.7540558982543013,42166,42149,84315,42157.5,17,84314.99828618868,42157.49914309434,7.293846042816265e-05,86143.65137810822,86166.59999999999,24048.43600972188,239.28792049474504,24048.436009721878,1.7540558982543009,8.5,1.7542545084344752,1.7544531149526785,3.508906229905357,0.00019861017769744793,35788.05354699701,-39345.40219380662,-15139.158600802864
90,AsiaSat-6 ,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,120.0,35783,35793,0.00011899999999999999,0.07,1436.17,3700.0,,,2014-09-07,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,14 of the 28 C-band transponders will be operated by Thaicom as Thaicom 7.,2014,9,7,(Thaicom-7),2.0943951023931953,42164,42154,84318,42159.0,10,84317.9994070068,42158.9997035034,7.293456778184279e-05,86148.24901648074,86170.20000000001,28716.08300549358,239.3006917124465,28716.08300549358,2.0943951023931953,5.0,2.0944981532847176,2.094601201109746,4.189202402219492,0.00010305089133997652,35790.50890822025,-21064.44856603901,-36519.45055514629
91,AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.5,35782,35793,0.00013000000000000002,0.02,1436.17,3813.0,,,2011-11-25,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933,28 C-band 17 Ku-band and a Ka-band payload. Will replace AsiaSat-3S.,2011,11,25,,1.8413223608540177,42164,42153,84317,42158.5,11,84316.99928246973,42158.49964123486,7.293586529214378e-05,86146.71646126853,86170.20000000001,25245.773851843973,239.29643461463482,25245.773851843973,1.841322360854018,5.5,1.8414476284610144,1.8415728938904883,3.6831457877809766,0.00012526760641698662,35788.96528954167,-36126.00334648121,-21731.336738047183
92,AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd. ,Commercial,Communications,,GEO,,105.5,35781,35793,0.00014199999999999998,0.07,1436.1,4500.0,,8500.0,2014-08-05,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,24 Ku-band transponders.,2014,8,5,,1.8413223608540177,42164,42152,84316,42158.0,12,84315.99914606955,42157.99957303477,7.293716284091653e-05,86145.18391514434,86166.0,25245.32473068813,239.2921775420676,25245.32473068813,1.8413223608540175,6.0,1.8414591911859561,1.84159601891965,3.6831920378393,0.00013683033118344254,35788.60059475494,-36124.5697896016,-21732.749755824487
93,AsiaStar ,USA,USA,1Worldspace,Commercial,Communications,,GEO,,104.97,35773,35801,0.000332,0.02,1436.15,2775.0,1530.0,5600.0,2000-03-21,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,Africa Middle East Asia Latin America and Caribbean. Services to underserved emerging markets; low-cost portable receivers.,2000,3,21,,1.8320721158184476,42172,42144,84316,42158.0,28,84315.99535082297,42157.99767541148,7.293716284091653e-05,86145.18391514434,86169.0,25118.499876590835,239.2921775420676,25118.499876590835,1.8320721158184474,14.0,1.8323928206369244,1.8327135116772721,3.6654270233545443,0.000320704808663155,35790.61980626957,-36504.931870121785,-21087.59977137681
95,Astra 1D ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,292.4,35776,35795,0.000225,1.15,1436.08,2924.0,1700.0,3300.0,1994-11-01,15.0,Hughes,USA,Guiana Space Center,Ariane 42P,1994-070A,23331,Primarily backup for Astra 1B and 1C; 18 Ku-band transponders; continental Europe.,1994,11,1,,5.103342732831419,42166,42147,84313,42156.5,19,84312.9978591676,42156.4989295838,7.294105571808137e-05,86140.58633130047,86164.79999999999,69965.29845353405,239.27940647583463,69965.29845353404,5.103342732831418,9.5,5.103134692136273,1.1802586646505118,2.3605173293010235,0.00020804069290841136,35781.88729099719,-29937.728245889815,29680.00800185847
96,Astra 1F ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.22,35778,35797,0.000225,0.03,1436.15,3010.0,1800.0,4400.0,1996-04-18,15.0,Hughes,USA,Baikonur Cosmodrome,Proton K,1996-021A,23842,Direct tv broadcast to Europe; 16 Ku-band transponders; Europe.,1996,4,18,,0.33545228223331014,42168,42149,84317,42158.5,19,84316.99785926916,42158.49892963458,7.293586529214378e-05,86146.71646126853,86169.0,4599.277473293281,239.29643461463482,4599.277473293281,0.3354522822333102,9.5,0.33552636713545597,0.3356004599089316,0.6712009198178632,7.408490368223155e-05,35778.54328530731,33013.281993928955,26219.50227085286
97,Astra 1G ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.24,35780,35791,0.00013000000000000002,0.04,1436.08,3379.0,,6600.0,1997-12-02,15.0,Hughes,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071,Direct-to-home tv; multimedia; 32 Ku-band transponders; Europe,1997,12,2,,0.335801348083709,42162,42151,84313,42156.5,11,84312.99928243569,42156.499641217844,7.294105571808137e-05,86140.58633130047,86164.79999999999,4603.735780595059,239.27940647583463,4603.735780595058,0.33580134808370893,5.5,0.33584419170482543,0.33588703795549163,0.6717740759109833,4.284362141299323e-05,35780.325828563735,32996.683266809756,26237.17541814399
98,Astra 1H ,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,292.4,35776,35794,0.000213,0.06,1436.04,3690.0,2300.0,6600.0,1999-06-18,15.0,Hughes,USA,Baikonur Cosmodrome,Proton D,1999-033A,25785,Direct-to-home tv; multimedia; broadcasting; 32 Ku-band for first five years 28 after; Europe.,1999,6,18,,5.103342732831419,42165,42147,84312,42156.0,18,84311.9980785653,42155.99903928265,7.294235342075716e-05,86139.05382152893,86162.4,69964.05371504182,239.27514950424703,69964.05371504182,5.103342732831418,9.0,5.103145788540687,1.1802364709167004,2.3604729418334007,0.0001969442888337244,35781.57991724736,-29936.05573315906,29680.98487226704
99,Astra 1KR,Luxembourg,Luxembourg,SES (Société Européenne des Satellites (SES)),Commercial,Communications,,GEO,,19.16,35766,35807,0.00048600000000000005,0.08,1436.1,4332.0,,12000.0,2006-04-20,15.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,32 Ku-band transponders; direct-to-home broadcast services across Europe.,2006,4,20,,0.33440508468211355,42178,42137,84315,42157.5,41,84314.99003142917,42157.49501571459,7.293846042816265e-05,86143.65137810822,86166.0,4584.7565566793155,239.28792049474504,4584.756556679315,0.33440508468211344,20.5,0.334564666674795,0.3347242853112327,0.6694485706224654,0.00015958200814185234,35767.14747630012,33058.39284392564,26160.988264856016
